Project_Name,Project_URL,Project_Hash,Test_id,Duration_1,Polluter,Duration_2
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_summary_power,0.36542990058660507,tests/test_helpers.py::test_extents,0.17219870537519455
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_summary_power,0.41163258999586105,tests/test_comparisons.py::test_dic_posterior_dependence,2.4392707645893097
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_summary_power,0.45857976377010345,tests/test_chain.py::TestChain::test_cache_invalidation,0.6292935833334923
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_summary_power,0.381545789539814,tests/test_helpers.py::test_extents_summary,0.20055896788835526
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,0.156986802816391,tests/test_analysis.py::TestChain::test_correlation_latex_table,1.4743760973215103
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,0.1361447051167488,tests/test_diagnostic.py::test_gelman_rubin_name_fails,0.030633054673671722
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,0.13615532964468002,tests/test_comparisons.py::test_aic_data_dependence,0.002973705530166626
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,0.2524607256054878,tests/test_comparisons.py::test_dic_posterior_dependence,2.635559692978859
ChainConsumer,https://github.com/samreay/ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_diagnostic.py::test_geweke_index,0.13867948204278946,tests/test_comparisons.py::test_bic_fail_no_data_points,0.002831988036632538
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0018034204840660095,tests/unit/test_base.py::TestUnique::test_id[1],0.0009381771087646484
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.003544628620147705,tests/unit/test_base.py::TestUnique::test_id[2],0.002329021692276001
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0029093101620674133,tests/unit/test_base.py::TestUnique::test_id[10000000],0.0019140765070915222
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0024574697017669678,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[True-timestamp_image0],0.8992239907383919
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0022321417927742004,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[True-timestamp_image1],0.12184940278530121
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0044715553522109985,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[True-timestamp_image2],0.5387777909636497
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.004421122372150421,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[False-timestamp_image0],0.007089041173458099
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0022682547569274902,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[False-timestamp_image1],0.005238890647888184
ColonyScanalyser,https://github.com/Erik-White/ColonyScanalyser,38034b7d62a7c4f72a9f6981d0218c23f22cc7c8,tests/unit/test_base.py::TestUnique::test_init,0.0012450143694877625,tests/unit/test_image_file.py::TestImageFile::TestInitialize::test_init[False-timestamp_image2],0.0033109188079833984
